daao_id,daao_url,daao_path
4da19531b538b73d930025ac,http://www.daao.org.au/bio/bronwyn-bancroft,bronwyn-bancroft
4da1af8cb538b73d9301d5fd,http://www.daao.org.au/bio/paul-zanetti,paul-zanetti
4da19514b538b73d930016fb,http://www.daao.org.au/bio/max-angus,max-angus
4e794754d707ff765a00000a,http://www.daao.org.au/bio/helmut-newton-1,helmut-newton-1
4da197e4b538b73d9300c37e,http://www.daao.org.au/bio/charles-gould,charles-gould
4da197e4b538b73d9300c37e,http://www.daao.org.au/bio/strom-gould,strom-gould
4da19985b538b73d9300f5bd,http://www.daao.org.au/bio/delphine-giggoru-kendrick,delphine-giggoru-kendrick
4da1a1f3b538b73d93017d91,http://www.daao.org.au/bio/jenny-sages,jenny-sages
4da19546b538b73d93002e1a,http://www.daao.org.au/bio/paul-beadle,paul-beadle
4dfed94772edc27175000100,http://www.daao.org.au/bio/rosemary-armstrong,rosemary-armstrong
4da1990cb538b73d9300e9b2,http://www.daao.org.au/bio/mabel-napurrurla-james,mabel-napurrurla-james
50b83ea4d707ff7732000015,http://www.daao.org.au/bio/freddie-timms,freddie-timms
4da1a309b538b73d93018a6c,http://www.daao.org.au/bio/gordon-herbert-short,gordon-herbert-short
4da1ed90b538b73d9302af5d,http://www.daao.org.au/bio/maria-cruz,maria-cruz
4da1b1d6b538b73d9301e19d,http://www.daao.org.au/bio/guan-wei,guan-wei
4da197bdb538b73d9300bd8b,http://www.daao.org.au/bio/mick-tjakamarra-gill,mick-tjakamarra-gill
4da1cbc0b538b73d93026fab,http://www.daao.org.au/bio/alan-kelly,alan-kelly
